Epoch,Train Loss,Test Loss
0,0.5851440027818731,0.07262095843684684
1,0.05853015205398957,0.0526216945701788
2,0.05361384504331544,0.051307072964131874
3,0.05312490857246634,0.05106684558246277
4,0.052982393148626794,0.05112499368706706
5,0.0529068854620418,0.05088348320576045
6,0.05284622746985251,0.051036036211032414
7,0.052786535154072,0.0511340691138467
8,0.052766383890882736,0.05085620790522953
9,0.0527386288254594,0.050800071468401396
10,0.05273255123469315,0.05135897828212861
11,0.052716939495237904,0.05140689238249682
12,0.05269341081916147,0.0507269912271664
13,0.05267537148377856,0.05091634706379231
14,0.052664484663857064,0.05072597729670966
15,0.0526541158045951,0.05095487209131121
16,0.052664303446805685,0.05081692658249537
17,0.05263766348380522,0.0507619367224621
18,0.052632146540751226,0.05072527932414687
19,0.0526277409287933,0.05088203624199696
20,0.052638999583026126,0.050662240951807214
21,0.052627006765571534,0.05076925715661958
22,0.05263300606466268,0.05087401302010536
23,0.05260887075092032,0.050771491999151715
24,0.052603188562713364,0.050744880954202834
25,0.052597290560935955,0.05084101822185162
26,0.052603697539978726,0.051108620055903956
27,0.05260920533922497,0.050657285313654835
28,0.052600883006158373,0.050713767400808366
29,0.052588858287040435,0.05077758219121447
30,0.05259392312561582,0.05064229382382446
31,0.05258304791026086,0.05071045933206626
32,0.052582872608138966,0.051040976748659615
33,0.052579660514364294,0.05090146283489529
34,0.052584732146223494,0.05071193672663751
35,0.052567438101284614,0.050718499857904616
36,0.052572907188555805,0.05062288104697068
37,0.05257586870462138,0.05086800433373868
38,0.052574525365245886,0.05078553830082745
39,0.052561677471477275,0.05079259238538178
