Epoch,Train Loss,Test Loss
0,0.3508053272300064,0.030763684958187862
1,0.0301152072902469,0.028334121422526507
2,0.027564002827584127,0.025736746446732774
3,0.025279984814696774,0.024436975161458985
4,0.024322907150648915,0.023868946442131837
5,0.023992068454554,0.0237596143562613
6,0.02388270240573047,0.023689984142279293
7,0.023836231105334248,0.02390714112693011
8,0.02381325738152322,0.0236683378478163
9,0.02380019623115149,0.023634958564630888
10,0.023779120094363476,0.023664019058666684
11,0.023766360492804676,0.023694973060958583
12,0.023758388026281677,0.023640981710083043
13,0.023741289924051587,0.023561436724963195
14,0.023734038508994294,0.023612390089149515
15,0.023724017108718586,0.0237317310425838
16,0.023715477562694,0.0235427731613295
17,0.02370951790955896,0.02370262759461836
18,0.023703197376330563,0.023650318976917533
19,0.02369157205868503,0.023636381325261652
20,0.023689795600651063,0.023495325024817753
21,0.023682956238481597,0.02359004603740671
22,0.023673983136397708,0.023457794796832226
23,0.023671224363854913,0.02358056461695637
24,0.02366530173011546,0.023557753994089693
25,0.023660107523562797,0.023546422692450174
26,0.023658730948931037,0.023452739821025356
27,0.02365510095380584,0.02346937636250186
28,0.023648856052415835,0.023807479983158616
29,0.02364527719745369,0.023442430601384356
30,0.023642184601209322,0.023621391207994863
31,0.023637501054667633,0.02368589031547457
32,0.0236405680427749,0.02348209692909816
33,0.02363272697082924,0.023525909183992978
34,0.02363614894087877,0.023456586070521937
35,0.02362868418022173,0.023493520250664902
36,0.023624547639519385,0.023547508278474658
37,0.02362289423325587,0.023457227596831665
38,0.023620706775904065,0.02350049835599261
39,0.023621042187601932,0.02351965439790534
