Epoch,Train Loss,Test Loss
0,0.8327399050861561,0.2892921303361045
1,0.27047077577901446,0.2551401755558204
2,0.24193472334757055,0.23338043806541858
3,0.2232217100215531,0.21962960659455322
4,0.2116121147896969,0.21073024065674395
5,0.20450436703234073,0.2044089474703419
6,0.19914233977098836,0.1998370720338242
7,0.1949672211661962,0.19535235308806403
8,0.1915783344593007,0.19375820185726167
9,0.18876271842820422,0.1955399341291533
10,0.18622052300031205,0.18868260104423412
11,0.18418944086620637,0.18586343071346534
12,0.18235741018191964,0.18471667919527746
13,0.18061393322885552,0.18542757087064227
14,0.17906426489839106,0.18232986288092976
15,0.17760585513055763,0.18040471318192522
16,0.17616562815554135,0.1800176487190352
17,0.1748933435821146,0.17939464860394738
18,0.17365688521574546,0.1800761915377648
19,0.17241319571507613,0.17465667564012283
20,0.17110220583827296,0.17402202179242285
21,0.1697678487892951,0.1731109111308696
22,0.16839570172580795,0.1715551823892333
23,0.16704105008349981,0.17045677081415897
24,0.16579340343479426,0.16990189192938543
25,0.16443253179751863,0.1677460239835104
26,0.16325967164897956,0.16691310453096092
27,0.1620900301839366,0.16567682519349325
28,0.16093793141817675,0.16447033422243393
29,0.15983326625091743,0.16352136323081193
30,0.15871039419604935,0.161970669612007
31,0.15767585138564097,0.16039455336539574
32,0.15656504456790268,0.16338454202296232
33,0.15548999183859197,0.15876453780002472
34,0.15442584067132226,0.157676582144756
35,0.1534883998622937,0.15954439171276774
36,0.15242743508872766,0.15763597615803193
37,0.15130796209478733,0.15789685723964997
38,0.15007486955534904,0.15345267018060896
39,0.14892394099346737,0.15350647645513063
40,0.1478744662860425,0.15244954298118402
41,0.14693203331973345,0.1517109124725497
42,0.1460714845508333,0.15140968241119357
43,0.14523926291500755,0.14907862199379074
44,0.14408154859821795,0.14763495673315102
45,0.14256685426868643,0.14823462712559723
46,0.14167288630966454,0.14517947893436825
47,0.1410428758954254,0.14511298354092012
48,0.14043879349013005,0.14398070853026187
49,0.1399505599958416,0.1446580831669202
50,0.13944098543263833,0.1469964145025311
51,0.13897824200127998,0.14589383967389064
52,0.13863087013268177,0.14608314988769103
53,0.13817261884181756,0.1436171266098361
54,0.13781842633664432,0.1421683661645567
55,0.1374612040683655,0.14213866330042899
56,0.1371541730825668,0.1422416089120747
57,0.13683638986293012,0.1411698779665519
58,0.1365354120361885,0.1408473128997938
59,0.13619029240784816,0.142140772474795
60,0.13601844257590748,0.1393752036060781
61,0.13575931168112787,0.14455117829219186
62,0.135463291622573,0.13964676213909766
63,0.13522587288015042,0.13932345034445484
64,0.13494821800913143,0.13945459434898397
65,0.13476441376391693,0.13929538129691593
66,0.13454506909671704,0.1391724181051297
67,0.1343197843102315,0.13826316749185516
68,0.13410357602555825,0.13881804824248925
69,0.1339237125684273,0.13809565771431126
70,0.13374183811434479,0.13769781011410268
71,0.13356221985476874,0.13725913338490092
72,0.13337397886915583,0.13841593365230023
73,0.13314124475302802,0.14192835063905232
74,0.13299740232031546,0.13677901116996183
75,0.13282212727327672,0.14682406269935994
76,0.132652364217718,0.1378804113203431
77,0.13249156679977678,0.1371760244919764
78,0.13230190960506577,0.13699332896557045
79,0.13222642934545814,0.13564512600287215
80,0.13202341854856495,0.13576607243631764
81,0.1318715637199593,0.13759538835230664
82,0.13158715727756226,0.1371029543201349
83,0.13141478434786624,0.13509441374719403
84,0.1312281285847775,0.13511256710262765
85,0.1311495911062763,0.13492743161262308
86,0.13096765055539367,0.13456176582921747
87,0.13083371399762964,0.13536524364568248
88,0.13065117513330818,0.13568770824710763
89,0.13056715123319512,0.13408408818443937
90,0.13042624318610604,0.13399294879990775
91,0.13035458030642494,0.13707043251285356
92,0.13020863907629196,0.13487527160020563
93,0.12999632463749375,0.13402091198521024
94,0.12996502171010418,0.13394820923632303
95,0.1299039940094183,0.13533593248160905
96,0.1297447697894149,0.1343171302786568
97,0.12966654864485105,0.1355870392845977
98,0.1295447733227185,0.13525778688824597
99,0.1294405743465513,0.13483976539147044
